"","chromosome_name","start_position","end_position","hgnc_symbol"
"3467","19",56774547,56840731,"ZIM2"
"3468","6",28241697,28252269,"ZKSCAN4"
"3469","X",101882288,101932031,"ZMAT1"
"3470","3",178960121,179072215,"ZMAT3"
"3471","X",71239624,71255146,"ZMYM3"
"3472","1",35268709,35422058,"ZMYM4"
"3473","1",34986165,35031945,"ZMYM6"
"3474","17",4739833,4746119,"ZMYND15"
"3475","20",49237946,49278426,"ZNFX1"
"3476","16",74999024,75110994,"ZNRF1"
"3477","11",60867542,60875693,"ZP1"
"3478","X",15790156,15830694,"ZRSR2"
"3479","19",58083838,58118427,"ZSCAN18"
"3480","6",28267058,28278224,"ZSCAN26"
"3481","20",45881227,45885266,"ZSWIM1"
"3482","5",61332258,61546172,"ZSWIM6"
"3483","17",15976560,15999717,"ZSWIM7"
"3484","X",57905430,57910458,"ZXDA"
"3485","22",42692121,42721298,"A4GALT"
"3486","12",125065434,125143333,"AACS"
"3487","1",12644085,12667076,"AADACL4"
"3488","6",44298731,44313347,"AARS2"
"3489","CHR_HSCHR17_7_CTG4",36950708,37058704,"AATF"
"3490","17",36948925,37056871,"AATF"
"3491","1",93992834,94121148,"ABCA4"
"3492","17",69244311,69327244,"ABCA5"
"3493","19",1039997,1065572,"ABCA7"
"3494","1",229516582,229558707,"ABCB10"
"3495","7",87401696,87480435,"ABCB4"
"3496","7",20615667,20777038,"ABCB5"
"3497","CHR_HSCHR16_1_CTG1",16034690,16228109,"ABCC1"
"3498","16",15949138,16143257,"ABCC1"
"3499","16",48080882,48156018,"ABCC12"
"3500","11",17392498,17476894,"ABCC8"
"3501","11",119149052,119162653,"ABCG4"
"3502","3",111979010,111993368,"ABHD10"
"3503","CHR_HSCHR6_MHC_DBB_CTG1",31669120,31685587,"ABHD16A"
"3504","CHR_HSCHR6_MHC_QBL_CTG1",31677180,31693655,"ABHD16A"
"3505","CHR_HSCHR6_MHC_MANN_CTG1",31726403,31742871,"ABHD16A"
"3506","CHR_HSCHR6_MHC_MCF_CTG1",31763228,31779696,"ABHD16A"
"3507","CHR_HSCHR6_MHC_SSTO_CTG1",31677699,31694178,"ABHD16A"
"3508","CHR_HSCHR6_MHC_COX_CTG1",31674358,31690824,"ABHD16A"
"3509","6",31686955,31703356,"ABHD16A"
"3510","9",71862452,71911193,"ABHD17B"
"3511","4",127965306,128039953,"ABHD18"
"3512","2",203328280,203447728,"ABI2"
"3513","4",7965310,8158832,"ABLIM2"
"3514","CHR_HG2030_PATCH",133255585,133275349,"ABO"
"3515","9",133233278,133276024,"ABO"
"3516","4",83459517,83523348,"ABRAXAS1"
"3517","3",127672935,127680926,"ABTB1"
"3518","18",49782164,49813953,"ACAA2"
"3519","3",128879596,128924003,"ACAD9"
"3520","17",7217125,7225266,"ACADVL"
"3521","10",27168135,27243046,"ACBD5"
"3522","14",23058564,23095614,"ACIN1"
"3523","9",32384603,32454769,"ACO1"
"3524","6",24667035,24705065,"ACOT13"
"3525","17",75941507,75979177,"ACOX1"
"3526","3",58505136,58537283,"ACOX2"
"3527","2",110732539,111120610,"ACOXL"
"3528","2",264140,278283,"ACP1"
"3529","11",47239302,47248906,"ACP2"
"3530","19",11574653,11579993,"ACP5"
"3531","10",112374116,112428379,"ACSL5"
"3532","CHR_HG26_PATCH",38647649,38731589,"ACTN4"
"3533","19",38647649,38731589,"ACTN4"
"3534","2",113890063,113962596,"ACTR3"
"3535","7",152759749,152855378,"ACTR3B"
"3536","2",157736251,157876330,"ACVR1"
"3537","3",51983340,51989197,"ACY1"
"3538","14",75053237,75069483,"ACYP1"
"3539","4",122378966,122429802,"ADAD1"
"3540","15",43330672,43354569,"ADAL"
"3541","17",44758988,44781846,"ADAM11"
"3542","2",9488486,9556732,"ADAM17"
"3543","8",24384285,24406013,"ADAMDEC1"
"3544","19",8580240,8610735,"ADAMTS10"
"3545","CHR_HG2030_PATCH",133414506,133459550,"ADAMTS13"
"3546","9",133414358,133459402,"ADAMTS13"
"3547","4",72280969,72569221,"ADAMTS3"
"3548","1",161184302,161199054,"ADAMTS4"
"3549","21",26917922,26967088,"ADAMTS5"
"3550","5",65148738,65481920,"ADAMTS6"
"3551","15",78759206,78811464,"ADAMTS7"
"3552","15",83654088,84039842,"ADAMTSL3"
"3553","1",150549369,150560937,"ADAMTSL4"
"3554","17",30906344,30959322,"ADAP2"
"3555","1",154581695,154628013,"ADAR"
"3556","3",123282296,123449090,"ADCY5"
"3557","12",48766194,48789089,"ADCY6"
"3558","18",904871,912172,"ADCYAP1"
"3559","7",31052308,31111474,"ADCYAP1R1"
"3560","1",31727117,31764893,"ADGRB2"
"3561","12",130953907,131141469,"ADGRD1"
"3562","6",46997708,47042350,"ADGRF1"
"3563","6",47685864,47722021,"ADGRF4"
"3564","16",57610652,57665580,"ADGRG1"
"3565","5",90529344,91164437,"ADGRV1"
"3566","4",99070978,99088801,"ADH5"
"3567","20",38581195,38588463,"ADIG"
"3568","2",96112876,96116571,"ADRA2B"
"3569","4",3766348,3768526,"ADRA2C"
"3570","8",37962990,37966599,"ADRB3"
"3571","20",62302093,62308862,"ADRM1"
"3572","6",167826893,167972023,"AFDN"
"3573","X",148500617,149000663,"AFF2"
"3574","4",73481745,73504001,"AFM"
"3575","4",73431138,73456174,"AFP"
"3576","4",177430774,177442437,"AGA"
"3577","2",27042364,27070622,"AGBL5"
"3578","1",35869808,35930532,"AGO1"
"3579","8",140520156,140635633,"AGO2"
"3580","6",161129967,161274061,"AGPAT4"
"3581","1",1020120,1056118,"AGRN"
"3582","5",34998101,35048135,"AGXT2"
"3583","7",16916359,17346152,"AHR"
"3584","6",143060496,143341058,"AIG1"
"3585","11",67468174,67491154,"AIP"
"3586","9",127866486,127877675,"AK1"
"3587","1",65147549,65232145,"AK4"
"3588","18",5142911,5197503,"AKAIN1"
"3589","13",42272152,42323261,"AKAP11"
"3590","14",32329298,32837684,"AKAP6"
"3591","19",15353385,15379815,"AKAP8"
"3592","7",91940840,92110673,"AKAP9"
"3593","1",108815898,108963484,"AKNAD1"
"3594","9",72900671,73080442,"ALDH1A1"
"3595","17",19737984,19748943,"ALDH3A1"
"3596","11",67662155,67681224,"ALDH3B2"
"3597","6",24494867,24537207,"ALDH5A1"
"3598","17",28573115,28576948,"ALDOC"
"3599","9",99216425,99221942,"ALG2"
"3600","3",184242301,184249548,"ALG3"
"3601","13",36949738,37000763,"ALG5"
"3602","8",52534037,52565430,"ALKAL1"
"3603","2",279558,288851,"ALKAL2"
"3604","14",77672404,77708023,"ALKBH1"
"3605","13",30713478,30764426,"ALOX5AP"
"3606","2",232456125,232460753,"ALPI"
"3607","18",58481247,58629091,"ALPK2"
"3608","1",21509397,21578410,"ALPL"
"3609","12",85280220,85301784,"ALX1"
"3610","4",70592256,70607288,"AMBN"
"3611","9",114060127,114078328,"AMBP"
"3612","X",64185117,64205708,"AMER1"
"3613","16",56361452,56425545,"AMFR"
"3614","12",53423855,53431672,"AMHR2"
"3615","X",110194186,110440318,"AMMECR1"
"3616","10",72216000,72235860,"ANAPC16"
"3617","14",20684177,20698971,"ANG"
"3618","1",212992182,213015867,"ANGEL2"
"3619","9",127087348,127122635,"ANGPTL2"
"3620","1",11189355,11195981,"ANGPTL7"
"3621","2",189674290,189761193,"ANKAR"
"3622","20",9986126,10058303,"ANKEF1"
"3623","11",113387779,113400416,"ANKK1"
"3624","5",73552190,73565667,"ANKRA2"
"3625","4",73073376,73258798,"ANKRD17"
"3626","4",185396021,185400628,"ANKRD37"
"3627","2",196967017,197311173,"ANKRD44"
"3628","1",173608336,173669851,"ANKRD45"
"3629","5",56099680,56233330,"ANKRD55"
"3630","6",46746933,46759506,"ANKRD66"
"3631","3",149761100,149968385,"ANKUB1"
"3632","12",5531869,5946232,"ANO2"
"3633","11",26188842,26663289,"ANO3"
"3634","CHR_HSCHR12_3_CTG2_1",101111599,101128641,"ANO4"
"3635","12",100717526,101128641,"ANO4"
"3636","2",241188509,241225976,"ANO7"
"3637","19",17323223,17334855,"ANO8"
"3638","15",68778535,68820897,"ANP32A"
"3639","9",97983341,98015943,"ANP32B"
"3640","4",121667946,121696995,"ANXA5"
"3641","10",73375101,73414076,"ANXA7"
"3642","10",47460162,47484158,"ANXA8"
"3643","1",150982249,150995634,"ANXA9"
"3644","7",150824627,150861504,"AOC1"
"3645","17",42851184,42858130,"AOC3"
"3646","19",16197854,16245906,"AP1M1"
"3647","7",101154456,101161596,"AP1S1"
"3648","3",184174689,184184214,"AP2M1"
"3649","5",78000522,78294762,"AP3B1"
"3650","19",2100988,2164468,"AP3D1"
"3651","1",113894194,113905201,"AP4B1"
"3652","14",57268924,57298742,"AP5M1"
"3653","20",3820524,3828838,"AP5S1"
"3654","CHR_HSCHR9_1_CTG2",69435727,69484339,"APBA1"
"3655","9",69427532,69672371,"APBA1"
"3656","15",63276018,63309126,"APH1B"
"3657","11",43311963,43344529,"API5"
"3658","20",24962925,24992751,"APMAP"
"3659","11",116820700,116823304,"APOA4"
"3660","12",7649400,7665908,"APOBEC1"
"3661","16",28494643,28498964,"APOBR"
"3662","19",44946035,44949565,"APOC2"
"3663","X",23833353,23907938,"APOO"
"3664","3",57227726,57278105,"APPL1"
"3665","7",30911853,30925517,"AQP1"
"3666","9",33441156,33447596,"AQP3"
"3667","18",26852043,26865771,"AQP4"
"3668","5",141653401,141682230,"ARAP3"
"3669","11",118572390,118603033,"ARCN1"
"3670","1",228082708,228099212,"ARF1"
"3671","12",48935723,48957487,"ARF3"
"3672","11",6474683,6481479,"ARFIP2"
"3673","2",143091362,143768352,"ARHGAP15"
"3674","CHR_HG2471_PATCH",24922172,25018449,"ARHGAP17"
"3675","16",24919389,25015666,"ARHGAP17"
"3676","6",129576132,129710177,"ARHGAP18"
"3677","CHR_HSCHR17_2_CTG5",45393902,45434423,"ARHGAP27"
"3678","CHR_HSCHR17_1_CTG5",45393920,45434353,"ARHGAP27"
"3679","17",45393902,45434421,"ARHGAP27"
"3680","19",35774532,35788822,"ARHGAP33"
"3681","19",46860997,47005077,"ARHGAP35"
"3682","8",144529179,144685846,"ARHGAP39"
"3683","X",153907367,153934999,"ARHGAP4"
"3684","11",120336413,120489937,"ARHGEF12"
"3685","1",3454665,3481113,"ARHGEF16"
"3686","11",73308276,73369388,"ARHGEF17"
"3687","CHR_HSCHR7_3_CTG4_4",144450317,144475530,"ARHGEF5"
"3688","7",144355288,144380632,"ARHGEF5"
"3689","1",235131634,235328219,"ARID4B"
"3690","5",53883942,54310582,"ARL15"
"3691","7",12686856,12690958,"ARL4A"
"3692","16",18791669,18801572,"ARL6IP1"
"3693","2",152717647,152762396,"ARL6IP6"
"3694","CHR_HSCHR7_1_CTG4_4",103086630,103099764,"ARMC10"
"3695","7",103074881,103099759,"ARMC10"
"3696","19",19033575,19060311,"ARMC6"
"3697","2",231198546,231376848,"ARMC9"
"3698","X",101622797,101627843,"ARMCX3"
"3699","14",57999735,58298139,"ARMH4"
"3700","7",99325898,99366262,"ARPC1A"
"3701","7",99374249,99394816,"ARPC1B"
"3702","2",218217141,218254356,"ARPC2"
"3703","9",124862130,124877733,"ARPC5L"
"3704","11",75260122,75351705,"ARRB1"
"3705","15",97960703,97973833,"ARRDC4"
"3706","11",3638512,3642316,"ART5"
"3707","1",230978981,231000733,"ARV1"
"3708","22",19969896,20016823,"ARVCF"
"3709","8",130052104,130443674,"ASAP1"
"3710","3",57268342,57292685,"ASB14"
"3711","2",236193459,236264409,"ASB18"
"3712","4",176213673,176277571,"ASB5"
"3713","X",15235288,15270467,"ASB9"
"3714","14",104085686,104115582,"ASPG"
"3715","22",26429260,26445015,"ASPHD2"
"3716","CHR_HG2334_PATCH",87751512,87841343,"ATAD1"
"3717","10",87751512,87841361,"ATAD1"
"3718","1",1512162,1534685,"ATAD3A"
"3719","17",30831966,30895869,"ATAD5"
"3720","19",3879864,3928082,"ATCAY"
"3721","1",212565334,212620777,"ATF3"
"3722","16",10326434,10483638,"ATF7IP2"
"3723","12",52069246,52077495,"ATG101"
"3724","11",46617527,46674818,"ATG13"
"3725","14",55366391,55411830,"ATG14"
"3726","11",64894546,64917211,"ATG2A"
"3727","2",241637213,241673857,"ATG4B"
"3728","11",63624087,63671921,"ATL3"
"3729","13",24680408,24712472,"ATP12A"
"3730","1",116372668,116410261,"ATP1A1"
"3731","1",160115759,160143591,"ATP1A2"
"3732","1",203626832,203744081,"ATP2B4"
"3733","1",43974487,43978295,"ATP6V0B"
"3734","16",67438014,67481181,"ATP6V0D1"
"3735","7",149872968,149891204,"ATP6V0E2"
"3736","2",70935900,70965431,"ATP6V1B1"
"3737","8",103021063,103073051,"ATP6V1C1"
"3738","7",128866330,128872047,"ATP6V1FNB"
"3739","9",114587706,114598915,"ATP6V1G1"
"3740","CHR_HSCHR6_MHC_SSTO_CTG1",31535211,31537597,"ATP6V1G2"
"3741","CHR_HSCHR6_MHC_MANN_CTG1",31583922,31586304,"ATP6V1G2"
"3742","CHR_HSCHR6_MHC_DBB_CTG1",31526639,31529021,"ATP6V1G2"
"3743","CHR_HSCHR6_MHC_MCF_CTG1",31620808,31623190,"ATP6V1G2"
"3744","CHR_HSCHR6_MHC_QBL_CTG1",31534725,31537107,"ATP6V1G2"
"3745","CHR_HSCHR6_MHC_COX_CTG1",31531911,31534293,"ATP6V1G2"
"3746","6",31544444,31548427,"ATP6V1G2"
"3747","15",49858238,50182817,"ATP8B4"
"3748","10",115093365,115948999,"ATRNL1"
"3749","16",71808439,71885268,"ATXN1L"
"3750","12",111443485,111599676,"ATXN2"
"3751","16",28822999,28837237,"ATXN2L"
"3752","17",44191805,44200113,"ATXN7L3"
"3753","19",57231009,57235548,"AURKC"
"3754","7",69598296,70793506,"AUTS2"
"3755","7",32495426,32588726,"AVL9"
"3756","X",70040542,70049938,"AWAT2"
"3757","1",179365720,179554735,"AXDND1"
"3758","19",41219223,41261766,"AXL"
"3759","3",161083883,161105411,"B3GALNT1"
"3760","1",193178730,193186613,"B3GALT2"
"3761","CHR_HSCHR6_MHC_DBB_CTG1",33255053,33256746,"B3GALT4"
"3762","CHR_HSCHR6_MHC_QBL_CTG1",33205959,33207652,"B3GALT4"
"3763","CHR_HSCHR6_MHC_MCF_CTG1",33447505,33449198,"B3GALT4"
"3764","CHR_HSCHR6_MHC_COX_CTG1",33198732,33200425,"B3GALT4"
"3765","6",33277123,33284832,"B3GALT4"
"3766","11",134378504,134412242,"B3GAT1"
"3767","11",77034398,77041973,"B3GNT6"
"3768","16",67148104,67150998,"B3GNT9"
"3769","CHR_HSCHR17_1_CTG9",82942371,83050530,"B3GNTL1"
"3770","17",82942149,83051809,"B3GNTL1"
"3771","11",369499,382117,"B4GALNT4"
"3772","17",19334308,19378193,"B9D1"
"3773","19",17267376,17281249,"BABAM1"
"3774","11",117285232,117316259,"BACE1"
"3775","8",38176533,38213301,"BAG4"
"3776","15",40439721,40468236,"BAHD1"
"3777","7",98291650,98401090,"BAIAP2L1"
"3778","22",38084652,38111015,"BAIAP2L2"
"3779","16",1333638,1349441,"BAIAP3"
"3780","20",17693672,17735871,"BANF2"
"3781","3",52401008,52410008,"BAP1"
"3782","9",93951627,93955355,"BARX1"
"3783","11",64987945,64997018,"BATF2"
"3784","1",156641390,156659532,"BCAN"
"3785","19",48795062,48811029,"BCAT2"
"3786","19",41397808,41425002,"BCKDHA"
"3787","CHR_HG2247_PATCH",122019422,122062044,"BCL7A"
"3788","12",122019422,122062044,"BCL7A"
"3789","7",73536356,73557690,"BCL7B"
"3790","16",81238689,81291142,"BCO1"
"3791","X",40049815,40177329,"BCOR"
"3792","4",103077592,103099870,"BDH2"
"3793","16",66427295,66493529,"BEAN1"
"3794","11",61950063,61965515,"BEST1"
"3795","X",103215108,103217246,"BEX4"
"3796","7",98211439,98215457,"BHLHA15"
"3797","17",1270444,1271815,"BHLHA9"
"3798","X",102720688,102753540,"BHLHB9"
"3799","12",32106835,32383633,"BICD1"
"3800","9",92711363,92764833,"BICD2"
"3801","22",43110750,43129712,"BIK"
"3802","2",127048027,127107288,"BIN1"
"3803","11",102347211,102378670,"BIRC2"
"3804","2",32357023,32619571,"BIRC6"
"3805","10",100273280,100286680,"BLOC1S2"
"3806","19",45178784,45216933,"BLOC1S3"
"3807","4",6716174,6717664,"BLOC1S4"
"3808","8",22165140,22212326,"BMP1"
"3809","1",39491636,39529869,"BMP8A"
"3810","15",83255884,83284664,"BNC1"
"3811","9",16409503,16870843,"BNC2"
"3812","2",197726879,197786762,"BOLL"
"3813","17",8188345,8190180,"BORCS6"
"3814","20",33235995,33243311,"BPIFA1"
"3815","20",33079643,33111751,"BPIFB4"
"3816","17",67825503,67984378,"BPTF"
"3817","17",43044295,43170245,"BRCA1"
"3818","X",155071420,155123077,"BRCC3"
"3819","5",850291,892801,"BRD9"
"3820","16",2209253,2210905,"BRICD5"
"3821","X",80669503,80809877,"BRWD3"
"3822","19",571277,583494,"BSG"
"3823","1",54998933,55017172,"BSND"
"3824","10",91923770,92031437,"BTAF1"
"3825","15",83016423,83067252,"BTBD1"
"3826","1",44808523,44815585,"BTBD19"
"3827","20",11890723,11926609,"BTBD3"
"3828","1",92080305,92184725,"BTBD8"
"3829","5",73498408,73505667,"BTF3"
"3830","6",26383096,26394874,"BTN2A2"
"3831","CHR_HG2002_PATCH",228510425,228512305,"BTNL10"
"3832","1",228510425,228512305,"BTNL10"
"3833","2",110637528,110678063,"BUB1"
"3834","2",200810594,200827338,"BZW1"
"3835","2",68041130,68110948,"C1D"
"3836","7",7156934,7248616,"C1GALT1"
"3837","5",34017858,34043213,"C1QTNF3"
"3838","CHR_HG2114_PATCH",47589667,47594411,"C1QTNF4"
"3839","11",47589667,47594411,"C1QTNF4"
"3840","11",119338942,119340940,"C1QTNF5"
"3841","CHR_HG1398_PATCH",7088818,7108469,"C1RL"
"3842","12",7089587,7109238,"C1RL"
"3843","19",6677704,6730562,"C3"
"3844","CHR_HSCHR6_MHC_MCF_CTG1",32058468,32058494,"C4B"
"3845","CHR_HSCHR6_MHC_SSTO_CTG1",32007416,32028073,"C4B"
"3846","CHR_HSCHR6_MHC_DBB_CTG1",31996944,32011233,"C4B"
"3847","CHR_HSCHR6_MHC_COX_CTG1",31969570,31983859,"C4B"
"3848","6",32014795,32035418,"C4B"
"3849","CHR_HG2030_PATCH",133460113,133470996,"CACFD1"
"3850","9",133459965,133470848,"CACFD1"
"3851","19",13206442,13633025,"CACNA1A"
"3852","9",137877782,138124624,"CACNA1B"
"3853","3",53328963,53813733,"CACNA1D"
"3854","22",39570753,39689735,"CACNA1I"
"3855","17",67044554,67056797,"CACNG1"
"3856","22",36560857,36703752,"CACNG2"
"3857","16",24256335,24362412,"CACNG3"
"3858","19",53991637,54012666,"CACNG6"
"3859","19",3610645,3626815,"CACTIN"
"3860","10",118674167,118755249,"CACUL1"
"3861","6",163413061,163413960,"CAHM"
"3862","12",53708517,53727745,"CALCOCO1"
"3863","7",93424486,93574730,"CALCR"
"3864","10",103446786,103452402,"CALHM2"
"3865","6",116511639,116524788,"CALHM5"
"3866","15",68190705,68206079,"CALML4"
"3867","7",128739292,128773400,"CALU"
"3868","1",209583714,209613939,"CAMK1G"
"3869","7",44210019,44334577,"CAMK2B"
"3870","10",73812501,73874591,"CAMK2G"
"3871","3",49857988,49869935,"CAMKV"
"3872","19",7595863,7618304,"CAMSAP3"
"3873","1",6785454,7769706,"CAMTA1"
"3874","11",65180566,65212006,"CAPN1"
"3875","6",44158811,44184401,"CAPN11"
"3876","12",75275979,75390928,"CAPS2"
"3877","22",37490362,37519542,"CARD10"
"3878","17",80169992,80216073,"CARD14"
"3879","16",2177180,2196605,"CASKIN1"
"3880","7",143288215,143307696,"CASP2"
"3881","4",109688622,109703583,"CASP6"
"3882","1",160190575,160201886,"CASQ1"
"3883","22",30285117,30289622,"CASTOR1"
"3884","15",43628503,43668118,"CATSPER2"
"3885","5",134967907,135011696,"CATSPER3"
"3886","11",6318946,6320532,"CAVIN3"
"3887","7",107743073,107761667,"CBLL1"
"3888","17",48070052,48101478,"CBX1"
"3889","17",79778148,79787983,"CBX2"
"3890","17",79792132,79801683,"CBX8"
"3891","1",52345723,52366205,"CC2D1B"
"3892","10",68721012,68792377,"CCAR1"
"3893","4",185445182,185471752,"CCDC110"
"3894","X",49053572,49069857,"CCDC120"
"3895","5",196868,218153,"CCDC127"
"3896","3",123897305,123961408,"CCDC14"
"3897","2",74471986,74483408,"CCDC142"
"3898","4",76312997,76421868,"CCDC158"
"3899","14",69569799,69574871,"CCDC177"
"3900","1",169394870,169460669,"CCDC181"
"3901","8",27733316,27772653,"CCDC25"
"3902","12",95867048,95942635,"CCDC38"
"3903","17",80036632,80100613,"CCDC40"
"3904","12",119334712,119541040,"CCDC60"
"3905","19",45995461,46021318,"CCDC61"
"3906","12",122774526,122827528,"CCDC62"
"3907","3",56557161,56621837,"CCDC66"
"3908","7",106654360,106661158,"CCDC71L"
"3909","2",131527675,131533666,"CCDC74A"
"3910","11",96349241,96389956,"CCDC82"
"3911","11",64340204,64357534,"CCDC88B"
"3912","14",91271323,91417844,"CCDC88C"
"3913","12",28133249,28581511,"CCDC91"
"3914","2",117915478,118014133,"CCDC93"
"3915","4",7040849,7043001,"CCDC96"
"3916","19",41310172,41324873,"CCDC97"
"3917","9",36169388,36171334,"CCIN"
"3918","11",6259806,6272127,"CCKBR"
"3919","17",34255274,34257208,"CCL2"
"3920","19",8052318,8062660,"CCL25"
"3921","CHR_HSCHR17_10_CTG4",36103827,36105621,"CCL4"
"3922","CHR_HSCHR17_7_CTG4",36103979,36106010,"CCL4"
"3923","17",36103827,36105621,"CCL4"
"3924","CHR_HSCHR17_7_CTG4",35871491,35880793,"CCL5"
"3925","17",35871491,35880793,"CCL5"
"3926","17",34319435,34321402,"CCL8"
"3927","13",36431520,36442870,"CCNA1"
"3928","15",59105126,59125045,"CCNB2"
"3929","11",69641156,69654474,"CCND1"
"3930","12",4269771,4305353,"CCND2"
"3931","8",94879770,94896678,"CCNE2"
"3932","16",2429394,2458854,"CCNF"
"3933","4",77157207,77433388,"CCNG2"
"3934","3",157146508,157160760,"CCNL1"
"3935","1",1385711,1399335,"CCNL2"
"3936","3",46130890,46266706,"CCR3"
"3937","4",90127394,91605295,"CCSER1"
"3938","10",84328586,84518521,"CCSER2"
"3939","2",73233420,73253021,"CCT7"
"3940","5",140631728,140633700,"CD14"
"3941","5",67179613,67196799,"CD180"
"3942","2",70830211,70835816,"CD207"
"3943","18",69831158,69961803,"CD226"
"3944","11",66314494,66317044,"CD248"
"3945","12",6444955,6451718,"CD27"
"3946","6",47477789,47627263,"CD2AP"
"3947","17",74609885,74623738,"CD300E"
"3948","17",74694311,74712978,"CD300LF"
"3949","19",51225064,51243860,"CD33"
"3950","11",118339075,118342705,"CD3D"
"3951","11",118304730,118316175,"CD3E"
"3952","20",46118271,46129863,"CD40"
"3953","1",110871188,110899922,"CD53"
"3954","11",60971680,61020377,"CD6"
"3955","12",9752486,9760901,"CD69"
"3956","9",35609982,35646810,"CD72"
"3957","3",119524293,119559614,"CD80"
"3958","2",86784610,86808396,"CD8A"
"3959","13",114234887,114272723,"CDC16"
"3960","1",43358981,43363203,"CDC20"
"3961","5",55112971,55173177,"CDC20B"
"3962","3",48157146,48188417,"CDC25A"
"3963","17",47117703,47189422,"CDC27"
"3964","9",4679559,4708399,"CDC37L1"
"3965","1",151050971,151070325,"CDC42SE1"
"3966","5",24487100,24644978,"CDH10"
"3967","20",46173739,46308498,"CDH22"
"3968","16",68636189,68727468,"CDH3"
"3969","18",65750252,65890337,"CDH7"
"3970","2",201790461,201895550,"CDK15"
"3971","12",57747727,57756013,"CDK4"
"3972","4",75576496,75630716,"CDKL2"
"3973","6",36676460,36687337,"CDKN1A"
"3974","10",14819245,14838575,"CDNF"
"3975","5",115804733,115816659,"CDO1"
